gene_name,Class,Phenotype 1,Phenotype 2,Phenotype 3,Phenotype 4,Phenotype 5,Phenotype 6,Phenotype 7,Phenotype 8,Phenotype 9,Phenotype 10,Phenotype 11,Phenotype 12,Phenotype 13,Phenotype 14,Phenotype 15,Phenotype 16
blaCMY-47_1_HM046998,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-48_1_HM569226,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-49_1_GQ402541,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-50_1_FN645444,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-51_1_JQ733571,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-53_1_HQ336940,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-54_1_HM544039,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-55_1_HM544040,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-56_1_HQ322613,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-57_1_HQ285243,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-58_1_HQ185697,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-59_1_NG_048854,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-60_1_JF460794,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-61_1_JF460795,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-62_1_JF460796,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-63_1_HQ650104,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-64_1_HQ832678,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-65_1_JF780936,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-66_1_JN714478,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-67_1_JQ711185,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-68_1_JN714480,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-69_1_JX049132,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-70_1_JX440350,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-71_1_JQ711184,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-72_1_JX440352,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-73_1_GQ351345,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-74_1_JX440349,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-75_1_JQ733572,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-76_1_JQ733573,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-77_1_JX440353,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-78_1_JQ733575,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-79_1_JQ733576,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-80_1_JQ733577,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-81_1_JQ733578,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-82_1_KJ207203,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-83_1_JX440351,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-84_1_JQ733579,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-85_1_KJ207202,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-86_1_KJ207204,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-87_1_AB699171,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-89_1_HE819403,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-90_1_HE819404,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-93_1_KF992025,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-94_1_JX514368,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-95_1_JX514369,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-96_1_KC007362,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-97_1_KC007363,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-99_1_KF305673,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-100_1_KF526113,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-101_1_KF526114,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-102_1_KF526115,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-103_1_KF526116,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-104_1_KF150216,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-105_1_KJ207205,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-106_1_KM983294,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-107_1_GQ162215,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-108_1_KF564648,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-109_1_AJ746169,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-110_1_AB872957,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-111_1_KJ155695,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-112_1_KM087837,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-113_1_KM087836,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-114_1_KM087846,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-115_1_KM087839,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-116_1_KM087840,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-117_1_KM087844,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-118_1_KM087838,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-119_1_KM087845,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-121_1_KM507172,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-122_1_KM985460,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-124_1_KM985462,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-125_1_KM985463,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-127_1_KM985465,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-128_1_KM985466,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-129_1_KM985467,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-130_1_KP207589,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-131_1_KP281294,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-132_1_KP862820,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-133_1_KP862819,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-134_1_KP860987,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-135_1_KP981366,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-138_1_KT997883,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-139_1_KU641016,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-140_1_KX354367,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-141_1_KX537750,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-142_1_KX881969,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-143_1_KY009534,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-144_1_KY066478,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-145_1_KX470426,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-146_1_KX034085,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-147_1_KY563765,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-148_1_KY624573,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-149_1_KY624574,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-150_1_QCWX01000028,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,Ticarcillin+Clavulanicacid,,,,,
blaCMY-151_1_KY780116,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-152_1_KY978224,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-153_1_MF042206,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-154_1_MF196231,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-155_1_KR261698,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaCMY-156_1_MF770636,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaDHA-1_1_Y16410,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaDHA-2_1_AF259520,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaDHA-3_1_AY494945,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaDHA-4_1_CP026046,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaDHA-5_1_JF273491,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaDHA-6_1_HQ322612,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
